Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
1,"K Park, D Shin, Y Yoo","Evolutionary neural architecture search (nas) using chromosome non-disjunction for korean grammaticality tasks",2020,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/10/10/3457","https://scholar.google.com/scholar?cites=9013626880555174999&as_sdt=2005&sciodt=0,5&hl=en",19,"2021-02-11 20:47:28","","","","",,,,,1,1.00,0,3,1,"In this paper, we apply the neural architecture search (NAS) method to Korean grammaticality judgment tasks. Since the word order of a language is the final result of complex syntactic operations, a successful neural architecture search in linguistic data …"
0,"NG Trillos, J Morales","Semi-discrete optimization through semi-discrete optimal transport: a framework for neural architecture search",2020,"arXiv preprint arXiv:2006.15221","arxiv.org","https://arxiv.org/abs/2006.15221","",20,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,2,1,"In this paper we introduce a theoretical framework for semi-discrete optimization using ideas from optimal transport. Our primary motivation is in the field of deep learning, and specifically in the task of neural architecture search. With this aim in mind, we discuss the geometric and …"
0,"A Cooper, X Zhou, S Heidbrink, DM Dunlavy","Using Neural Architecture Search for Improving Software Flaw Detection in Multimodal Deep Learning Models",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2009.10644","",21,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,4,1,"Software flaw detection using multimodal deep learning models has been demonstrated as a very competitive approach on benchmark problems. In this work, we demonstrate that even better performance can be achieved using neural architecture search (NAS) combined …"
5,"X Chen, Q Lin, C Luo, X Li, H Zhang…","Neural feature search: A neural architecture for automated feature engineering",2019,"… Conference on Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8970679/","https://scholar.google.com/scholar?cites=1269827146638734901&as_sdt=2005&sciodt=0,5&hl=en",22,"2021-02-11 20:47:28","","","","",,,,,5,2.50,1,6,2,"Page 1. Neural Feature Search: A Neural Architecture for Automated Feature Engineering Xiangning Chen 1, *, Qingwei Lin 2, * , ** Chuan Luo 2, *, Xudong Li 3 , Hongyu Zhang 4 , Yong Xu 2 , Yingnong Dang 5 , Kaixin Sui 2 , Xu Zhang 6 , Bo Qiao 2 …"
0,"R Pasunuru, M Bansal","FENAS: Flexible and Expressive Neural Architecture Search",2020,"Proceedings of the 2020 Conference on …","aclweb.org","https://www.aclweb.org/anthology/2020.findings-emnlp.258/","",23,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,2,1,"Abstract Architecture search is the automatic process of designing the model or cell structure that is optimal for the given dataset or task. Recently, this approach has shown good improvements in terms of performance (tested on language modeling and image …"
19,"J Kim, S Lee, S Kim, M Cha, JK Lee, Y Choi…","Auto-meta: Automated gradient based meta learner search",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1806.06927","https://scholar.google.com/scholar?cites=8869658223653284384&as_sdt=2005&sciodt=0,5&hl=en",24,"2021-02-11 20:47:28","","","","",,,,,19,6.33,3,7,3,"… In this paper, we verify that automated architecture search synergizes with the effect of gradient-based meta learning. We adopt the progressive neural architecture search [14] to find optimal architectures for meta-learners. The …"
1,"F Xue, Y Qi, J Xin","RARTS: a Relaxed Architecture Search Method",2020,"arXiv preprint arXiv:2008.03901","arxiv.org","https://arxiv.org/abs/2008.03901","https://scholar.google.com/scholar?cites=10036962584778031815&as_sdt=2005&sciodt=0,5&hl=en",25,"2021-02-11 20:47:28","","","","",,,,,1,1.00,0,3,1,"… 1 Introduction Neural Architecture Search (NAS) is an automated machine learning technique to design an optimal architecture by searching its building blocks from a collection of candidate structures and operations. Despite …"
1,"M Xu, Y Zhao, K Bian, G Huang, Q Mei, X Liu","Federated neural architecture search",2020,"arXiv e-prints","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2020arXiv200206352X/abstract","https://scholar.google.com/scholar?cites=15552606739347169389&as_sdt=2005&sciodt=0,5&hl=en",26,"2021-02-11 20:47:28","","","","",,,,,1,1.00,0,6,1,"To preserve user privacy while enabling mobile intelligence, techniques have been proposed to train deep neural networks on decentralized data. However, training over decentralized data makes the design of neural architecture quite difficult as it already was …"
74,"C Sciuto, K Yu, M Jaggi, C Musat, M Salzmann","Evaluating the search phase of neural architecture search",2019,"arXiv preprint arXiv:1902.08142","","","https://scholar.google.com/scholar?cites=15777311189230628670&as_sdt=2005&sciodt=0,5&hl=en",27,"2021-02-11 20:47:28","CITATION","","","",,,,,74,37.00,15,5,2,""
0,"S Alletto, S Huang, V Francois-Lavet, Y Nakata…","RandomNet: Towards Fully Automatic Neural Architecture Design for Multimodal Learning",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2003.01181","",28,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,5,1,"… de Montral Abstract Almost all neural architecture search methods are evaluated in terms of performance (ie test accuracy) of the model structures that it finds. Should it be the only metric for a good autoML approach? To examine …"
2,"SX Zhang, CY Hsieh, S Zhang, H Yao","Differentiable Quantum Architecture Search",2020,"arXiv preprint arXiv:2010.08561","arxiv.org","https://arxiv.org/abs/2010.08561","https://scholar.google.com/scholar?cites=2133287429606012378&as_sdt=2005&sciodt=0,5&hl=en",29,"2021-02-11 20:47:28","","","","",,,,,2,2.00,1,4,1,"… specific quantum hardware [22, 23]. Neural architecture search (NAS) [24], devoted to the study and design of neural networks shares many simi- larities with designing parameterized quantum circuits. The common approaches for …"
11,"L Li, M Fan, M Coram, P Riley, S Leichenauer","Quantum optimization with a novel gibbs objective function and ansatz architecture search",2020,"Physical Review Research","APS","https://journals.aps.org/prresearch/abstract/10.1103/PhysRevResearch.2.023074","https://scholar.google.com/scholar?cites=3863916198921811719&as_sdt=2005&sciodt=0,5&hl=en",30,"2021-02-11 20:47:28","","","","",,,,,11,11.00,2,5,1,"… A. Ansatz architecture search A good design of the search space is essential in dis- crete structure optimization problems, eg, neural architecture search [10–12], molecule optimization [13], composite design [14], and symbolic regression [15,16] …"
0,"K Hu, D Ding, S Tian, R Gong, L Luo…","FTR-NAS: Fault-Tolerant Recurrent Neural Architecture Search",2020,"… Conference on Neural …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-63823-8_67","",31,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,6,1,"With the popularity of the applications equipped with neural networks on edge devices, robustness has become the focus of researchers. However, when deploying the applications onto the hardware, environmental noise is unavoidable, in which errors may cause …"
0,"S Qin, Y Zhu, P Hou, X Zhang, W Zhang, J Sun","VAENAS: Sampling Matters in Neural Architecture Search",2019,"","openreview.net","https://openreview.net/forum?id=S1xKYJSYwS","",32,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,6,2,"Neural Architecture Search (NAS) aims at automatically finding neural network architectures within an enormous designed search space. The search space usually contains billions of network architectures which causes extremely expensive computing costs in searching for …"
349,"F Hutter, L Kotthoff, J Vanschoren","Automated machine learning: methods, systems, challenges",2019,"","library.oapen.org","https://library.oapen.org/handle/20.500.12657/23012","https://scholar.google.com/scholar?cites=616231254490898804&as_sdt=2005&sciodt=0,5&hl=en",33,"2021-02-11 20:47:28","BOOK","","","",,,,,349,174.50,116,3,2,"… This book includes very up-to-date overviews of the bread-and-butter techniques we need in AutoML (hyperparameter optimization, meta-learning, and neural architecture search), provides in-depth discussions of existing AutoML systems, and vii Page 8 …"
0,"A Ghosh, ND Jana","Neural Architecture Search with Improved Genetic Algorithm for Image Classification",2020,"2020 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9200164/","",34,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,2,1,"Neural Architecture Search (NAS) is an automatic process of designing a neural architecture for solving classification problems. It is closely related to hyper-parameters such as hidden layers, neurons in each hidden layer, type of activation function (ACT), network optimizer …"
1,"N Garcia Trillos, J Morales","Semi-discrete optimization through semi-discrete optimal transport: a framework for neural architecture search",2020,"arXiv e-prints","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2020arXiv200615221G/abstract","https://scholar.google.com/scholar?cites=7873511744947877838&as_sdt=2005&sciodt=0,5&hl=en",35,"2021-02-11 20:47:28","","","","",,,,,1,1.00,1,2,1,"In this paper we introduce a theoretical framework for semi-discrete optimization using ideas from optimal transport. Our primary motivation is in the field of deep learning, and specifically in the task of neural architecture search. With this aim in mind, we discuss the geometric and …"
0,"D Shan, X Zhang, W Shi, L Li","Neural Architecture Search for a Highly Efficient Network with Random Skip Connections",2020,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/10/11/3712","",36,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,4,1,"Regarding the sequence learning of neural networks, there exists a problem of how to capture long-term dependencies and alleviate the gradient vanishing phenomenon. To manage this problem, we proposed a neural network with random connections via a scheme …"
1,"C Fu, H Chen, Z Yang, F Koushanfar, Y Tian…","Enhancing Model Parallelism in Neural Architecture Search for Multidevice System",2020,"IEEE Micro","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9127125/","https://scholar.google.com/scholar?cites=7615308947900266579&as_sdt=2005&sciodt=0,5&hl=en",37,"2021-02-11 20:47:28","","","","",,,,,1,1.00,0,6,1,"Neural architecture search (NAS) finds favorable network topologies for better task performance. Existing hardware-aware NAS techniques only target to reduce inference latency on single CPU/GPU systems and the searched model can hardly be parallelized. To …"
0,"W Zhu, X Wang, X Qiu, Y Ni, G Xie","AutoTrans: Automating Transformer Design via Reinforced Architecture Search",2020,"arXiv preprint arXiv:2009.02070","arxiv.org","https://arxiv.org/abs/2009.02070","",38,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,5,1,"… The learned models outperforms the standard transformers, and this performance gain is ro- bust under different learning rates. 2 Related Work The field of neural architecture search (NAS) has attracted a lot of attentions in the recent years …"
0,"J Fang, Y Sun, Q Zhang, Y Li, W Liu, X Wang","Supplementary Material: Densely Connected Search Space for More Flexible Neural Architecture Search",,"openaccess.thecvf.com","","https://openaccess.thecvf.com/content_CVPR_2020/supplemental/Fang_Densely_Connected_Search_CVPR_2020_supplemental.pdf","",39,"2021-02-11 20:47:28","PDF","","","",,,,,0,0.00,0,6,,"Before the search process, we build a lookup table for every operation latency of the super network as described in Sec. 3.3. We set the input shape as (3, 224, 224) with the batch size of 32 and measure each operation latency on one TITAN-XP GPU. All models and …"
0,"L Jia, W Feng, C Chen, J Zhang","WITHDRAWN: Neural architecture search based on model pool for wildlife identification",2020,"","Elsevier","https://www.sciencedirect.com/science/article/pii/S092523122030388X","",40,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,4,1,"WITHDRAWN: Neural architecture search based on model pool for wildlife identification Liang Jia a , b , Wenzhao Feng a , Chen Chen c , Junguo Zhang a , âˆ— a School of Technology, Beijing Forestry University, China b School of Information Science & Engineering, Chang Zhou …"
21,"T Elsken, JH Metzen, F Hutter","Multi-objective architecture search for cnns",2018,"arXiv preprint arXiv:1804.09081","","","https://scholar.google.com/scholar?cites=9183930110894803426&as_sdt=2005&sciodt=0,5&hl=en",41,"2021-02-11 20:47:28","CITATION","","","",,,,,21,7.00,7,3,3,""
6,"E Kokiopoulou, A Hauth, L Sbaiz, A Gesmundo…","Fast task-aware architecture inference",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1902.05781","https://scholar.google.com/scholar?cites=4340071238884235502&as_sdt=2005&sciodt=0,5&hl=en",42,"2021-02-11 20:47:28","","","","",,,,,6,3.00,1,5,2,"… 1Google AI Perception February 18, 2019 Abstract Neural architecture search has been shown to hold great promise towards the automation of deep learning. How- ever in spite of its potential, neural architecture search remains quite costly …"
0,"X Song, K Choromanski, J Parker-Holder…","Reinforcement Learning with Chromatic Networks for Compact Architecture Search",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1907.06511","",43,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,4,2,"Page 1. Published at ICLR 2020 Neural Architecture Search Workshop REINFORCEMENT LEARNING WITH CHROMATIC NET- WORKS FOR COMPACT ARCHITECTURE SEARCH Xingyou Song†, Krzysztof Choromanski …"
4,"Y Zhang, Q Yao, L Chen","Neural recurrent structure search for knowledge graph embedding",2019,"arXiv e-prints","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2019arXiv191107132Z/abstract","https://scholar.google.com/scholar?cites=4316903698661517899&as_sdt=2005&sciodt=0,5&hl=en",44,"2021-02-11 20:47:28","","","","",,,,,4,2.00,1,3,2,"… However, structural information, which encodes local topology among entities, is also important to KG. In this work, we propose S2E to distill structural information and combine it with semantic information for different KGs as a neural architecture search (NAS) problem …"
9,"Y Benyahia, K Yu, KB Smires, M Jaggi…","Overcoming multi-model forgetting",2019,"International …","proceedings.mlr.press","http://proceedings.mlr.press/v97/benyahia19a.html","https://scholar.google.com/scholar?cites=16148647356046938402&as_sdt=2005&sciodt=0,5&hl=en",45,"2021-02-11 20:47:28","","","","",,,,,9,4.50,2,5,2,"… duce a statistically-justified weight plasticity loss that regularizes the learning of a model's shared parameters according to their importance for the previous models, and demonstrate its effective- ness when training two models sequentially and for neural architecture search …"
15,"C Oh, JM Tomczak, E Gavves, M Welling","Combinatorial bayesian optimization using the graph cartesian product",2019,"arXiv preprint arXiv:1902.00448","arxiv.org","https://arxiv.org/abs/1902.00448","https://scholar.google.com/scholar?cites=17490775000583948305&as_sdt=2005&sciodt=0,5&hl=en",46,"2021-02-11 20:47:28","","","","",,,,,15,7.50,4,4,2,"… Despite the abundance of potential applications of Combinatorial BO, including chipset configuration search and neural architecture search, only a handful of methods have been pro- posed. We introduce COMBO, a new Gaussian Process (GP) BO …"
0,"M Guay, Z Emam, R Leapman","Two-stage Neural Architecture Search for Microscopy Image Segmentation",2019,"Microscopy and Microanalysis","cambridge.org","https://www.cambridge.org/core/journals/microscopy-and-microanalysis/article/twostage-neural-architecture-search-for-microscopy-image-segmentation/96B7457BB0584D7DD8E02ED40893B267","",47,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,3,2,"Modern microscopy hardware is capable of acquiring gigabytes or terabytes of 2D, 3D, and 4D data in short spans of time [1]. The rapid growth in dataset size necessitates the automation of common image analysis tasks in order to fully leverage the information that the data …"
0,"M Khodak, L Li, N Roberts, MF Balcan, A Talwalkar","A Simple Setting for Understanding Neural Architecture Search with Weight-Sharing",,"automl.org","","https://www.automl.org/wp-content/uploads/2020/07/AutoML_2020_paper_46.pdf","",48,"2021-02-11 20:47:28","PDF","","","",,,,,0,0.00,0,5,,"Neural architecture search (NAS) has emerged as a promising direction for research in automated machine learning by automating deep net design. The goal of this paper is to spur progress on its understudied learning-theoretic and algorithmic questions, with the …"
0,"M Kobayashi, T Nagao","A Multi-objective architecture search for generative adversarial networks",2020,"Proceedings of the 2020 Genetic and …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3377929.3390004","",49,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,2,1,"… KEYWORDS deep learning, generative adversarial networks, neural architecture search, image generation, multi-objective ACM Reference Format: Masayuki Kobayashi and Tomoharu Nagao. 2020 … 2019. AdversarialNAS: Adversarial neural architecture search for GANs …"
0,"L Jia, W Feng, J Zhang, C Chen","WITHDRAWN: Neural Architecture Search Based on Model Statistics for Wildlife Identification",2020,"","Elsevier","https://www.sciencedirect.com/science/article/pii/S0016003220302076","",50,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,4,1,"WITHDRAWN: Neural Architecture Search Based on Model Statistics for Wildlife Identification Liang Jia a , b , Wenzhao Feng a , Junguo Zhang a , âˆ—, Chen Chen ca School of Technology, Beijing Forestry University, China b School of Information Science & …"
0,"C Liu, P Dollár, K He, R Girshick, A Yuille, S Xie","Are Labels Necessary for Neural Architecture Search?(Supplementary Material)",,"ecva.net","","https://www.ecva.net/papers/eccv_2020/papers_ECCV/papers/123490766-supp.pdf","",51,"2021-02-11 20:47:28","PDF","","","",,,,,0,0.00,0,6,,"In sampling the 500 DARTS architectures, we only keep those whose# Params and# FLOPs both fall into [80%, 120%] that of ResNet-56. Doing so prevents the influence of model capacity on the rank correlations, but the downside is that these architectures may not be …"
0,"C White, S Nolen, Y Savani","Local Search is State of the Art for Neural Architecture Search Benchmarks",2020,"arXiv e-prints","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2020arXiv200502960W/abstract","",52,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,3,1,"Local search is one of the simplest families of algorithms in combinatorial optimization, yet it yields strong approximation guarantees for canonical NP-Complete problems such as the traveling salesman problem and vertex cover. While it is a ubiquitous algorithm in theoretical …"
0,"D Kügler, M Uecker, A Kuijper…","AutoSNAP: Automatically Learning Neural Architectures for Instrument Pose Estimation",2020,"… Conference on Medical …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-59716-0_36","",53,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,4,1,"… Keywords. Neural architecture search Instrument pose estimation AutoML … Automatic Neural Architecture Search (NAS) strategies were initially introduced in computer vision classification. Previous work [4] can be classified into two groups: discrete and continuous …"
0,"D Flynn, PM Furlong, B Coltin","Search Tree Pruning for Progressive Neural Architecture Search",2020,"","ntrs.nasa.gov","https://ntrs.nasa.gov/search.jsp?R=20200001286","",54,"2021-02-11 20:47:28","","","","",,,,,0,0.00,0,3,1,"Our neural architecture search algorithm progressively searches a tree of neural network architectures. Child nodes are created by inserting new layers determined by a transition graph into a parent network up to a maximum depth and pruned when performance is worse …"
0,"M Sun","Neural Architecture Search: An Empirical View",,"sgcsc.sg","","https://sgcsc.sg/wp-content/uploads/sites/10/2020/05/RF-14.pdf","",55,"2021-02-11 20:47:28","PDF","","","",,,,,0,0.00,0,1,,"Page 1. Neural Architecture Search: An Empirical View Mingjie Sun Page 2. What is Neural Architecture Search? ● Start ○ (ICLR 2017) Neural Architecture Search with Reinforcement Learning ● Automatically design network architectures ○ CNN ○ RNN cell (eg LSTM) ● …"
