Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
4,"F Fabris, AA Freitas","Analysing the Overfit of the Auto-sklearn Automated Machine Learning Tool",2019,"… Conference on Machine Learning, Optimization, and …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-37599-7_42","https://scholar.google.com/scholar?cites=16198695669530713772&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-02-09 14:33:32","","","","",,,,,4,2.00,2,2,2,"… Machine Learning (Auto-ML) methods have been recently proposed to tackle this issue. Auto-ML tools aim to automatically choose the best classification workflow for a given dataset. In this work we analyse the predictive accuracy and overfit of the state-of-the-art auto-sklearn …"
14,"M Maher, S Sakr","Smartml: A meta learning-based framework for automated selection and hyperparameter tuning for machine learning algorithms",2019,"EDBT: 22nd International Conference on …","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-02087414/","https://scholar.google.com/scholar?cites=16350134100518213848&as_sdt=2005&sciodt=0,5&hl=en",12,"2021-02-09 14:33:32","","","","",,,,,14,7.00,7,2,2,"… We will show how our approach outperforms the-state-of-the-art techniques in the domain of automated machine learning frameworks … Model Interpretability Yes No No No Table 1: Comparison between State-of-the-art Automated Machine Learning Frameworks …"
12,"O Gencoglu, M van Gils, E Guldogan…","HARK Side of Deep Learning--From Grad Student Descent to Automated Machine Learning",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1904.07633","https://scholar.google.com/scholar?cites=8665869972023952762&as_sdt=2005&sciodt=0,5&hl=en",13,"2021-02-09 14:33:32","","","","",,,,,12,6.00,3,4,2,"… art and claims of novelty. • Section 3 - Pressure to create reports that are favorable for publication and aversion towards negative results. • Section 4 - The belief that current training datasets are representative of real-world samples. • Section 5 - Automated machine learning • …"
4,"C Wang, T Bäck, HH Hoos, M Baratchi…","Automated machine learning for short-term electric load forecasting",2019,"2019 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9002839/","https://scholar.google.com/scholar?cites=17985797799825234456&as_sdt=2005&sciodt=0,5&hl=en",14,"2021-02-09 14:33:32","","","","",,,,,4,2.00,1,5,2,"… We use two state-of-the-art automated machine learning systems (auto-sklearn and TPOT), which automate model selection and hyperparameter optimization, to achieve maximum prediction accuracy, and compare their performance for the task of load prediction using two …"
4,"F Qi, Z Xia, G Tang, H Yang, Y Song, G Qian…","Darwinml: A graph-based evolutionary algorithm for automated machine learning",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1901.08013","https://scholar.google.com/scholar?cites=2589245207691351204&as_sdt=2005&sciodt=0,5&hl=en",15,"2021-02-09 14:33:32","","","","",,,,,4,1.33,1,7,3,"… Abstract—As an emerging field, Automated Machine Learning (AutoML) aims to reduce or eliminate manual operations that require expertise in … On the PMLB dataset, the proposed approach shows the state-of-the-art performance compared with TPOT, Autostacker, and auto …"
2,"M Lindauer","Hands-On Automated Machine Learning Tools: Auto-Sklearn and Auto-PyTorch.",2019,"AMIR@ ECIR","ceur-ws.org","http://ceur-ws.org/Vol-2360/paper9autosklearn.pdf","https://scholar.google.com/scholar?cites=808280817996906212&as_sdt=2005&sciodt=0,5&hl=en",16,"2021-02-09 14:33:32","","","","",,,,,2,1.00,2,1,2,"Hands-On Automated Machine Learning Tools: Auto-Sklearn and Auto-PyTorch Marius Lindauer University of Freiburg – Automated Algorithm Design – Germany lindauer@informatik.uni-freiburg. de Abstract. To achieve state-of-the-art performance in machine learning (ML), it …"
28,"AM Bur, M Shew, J New","Artificial intelligence for the otolaryngologist: a state of the art review",2019,"Otolaryngology–Head and Neck …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0194599819827507","https://scholar.google.com/scholar?cites=2884430646172775324&as_sdt=2005&sciodt=0,5&hl=en",17,"2021-02-09 14:33:32","","","","",,,,,28,14.00,9,3,2,"… Download Citation. Download article citation data for: Artificial Intelligence for the Otolaryngologist: A State of the Art Review. Andrés M. Bur, MD , Matthew Shew, MD , and Jacob New, PhD. Otolaryngology–Head and Neck Surgery 2019 160:4, 603-611. Download Citation …"
19,"AM Alaa, M van der Schaar","Prognostication and risk factors for cystic fibrosis via automated machine learning",2018,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-018-29523-2","https://scholar.google.com/scholar?cites=1913663280746825566&as_sdt=2005&sciodt=0,5&hl=en",18,"2021-02-09 14:33:32","HTML","","","",,,,,19,6.33,10,2,3,"Article; Open Access; Published: 26 July 2018. Prognostication and Risk Factors for Cystic Fibrosis via Automated Machine Learning …"
13,"H Rakotoarison, M Schoenauer, M Sebag","Automated machine learning with monte-carlo tree search",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1906.00170","https://scholar.google.com/scholar?cites=4858302013886151465&as_sdt=2005&sciodt=0,5&hl=en",19,"2021-02-09 14:33:32","","","","",,,,,13,6.50,4,3,2,"Page 1. Automated Machine Learning with Monte-Carlo Tree Search Herilalaina Rakotoarison, Marc Schoenauer, Mich`ele Sebag … The paper is organized as follows. Section 2 discusses the state of the art in AutoML, and presents the MCTS formal background …"
3,"J Dafflon, WHL Pinaya, F Turkheimer, JH Cole…","Analysis of an automated machine learning approach in brain predictive modelling: a data-driven approach to predict brain age from cortical anatomical measures",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1910.03349","https://scholar.google.com/scholar?cites=2526500973416875456&as_sdt=2005&sciodt=0,5&hl=en",20,"2021-02-09 14:33:32","","","","",,,,,3,1.50,1,5,2,"… Given the plethora of possible answers to these questions, in the last years, automated machine learning (autoML) has been gaining attention … knowledge, TPOT was able to scan through the model space and create pipelines that outperformed the state-of-the-art accuracy for …"
26,"I Drori, Y Krishnamurthy, R Rampin…","AlphaD3M: Machine learning pipeline synthesis",2018,"AutoML Workshop at …","cs.columbia.edu","https://www.cs.columbia.edu/~idrori/AlphaD3M.pdf","https://scholar.google.com/scholar?cites=11138888217372808440&as_sdt=2005&sciodt=0,5&hl=en",21,"2021-02-09 14:33:32","PDF","","","",,,,,26,8.67,7,4,3,"… We introduced AlphaD3M, an automatic machine learning system with competitive per- formance, which is an order of magnitude faster than existing state-of-the-art AutoML methods, reducing computation time from hours to … Efficient and robust automated machine learning …"
1,"D Mehta","State-of-the-Art Reinforcement Learning Algorithms",2019,"B. Eng (Information Technology) Panjab University …","researchgate.net","https://www.researchgate.net/profile/Deepanshu_Mehta5/publication/338396174_State-of-the-Art_Reinforcement_Learning_Algorithms/links/5e12177da6fdcc283759962e/State-of-the-Art-Reinforcement-Learning-Algorithms.pdf","https://scholar.google.com/scholar?cites=12475235510815290959&as_sdt=2005&sciodt=0,5&hl=en",22,"2021-02-09 14:33:32","PDF","","","",,,,,1,0.50,1,1,2,"Page 1. State-of-the-Art Reinforcement Learning Algorithms … Reinforcement Learning can be used is almost every field for its automation and advancement. Nowadays, Meta-Learning, Automated Machine Learning and Self-Learning Systems have become very popular …"
22,"P Brazdil, C Giraud-Carrier","Metalearning and Algorithm Selection: progress, state of the art and introduction to the 2018 Special Issue",2018,"","Springer","https://link.springer.com/article/10.1007/s10994-017-5692-y","https://scholar.google.com/scholar?cites=9000174503585720903&as_sdt=2005&sciodt=0,5&hl=en",23,"2021-02-09 14:33:32","HTML","","","",,,,,22,7.33,11,2,3,"… Metalearning and Algorithm Selection: progress, state of the art and introduction to the 2018 Special Issue. Download PDF. Download PDF. Editorial; … Metalearning and Algorithm Selection: progress, state of the art and introduction to the 2018 Special Issue …"
10,"I Drori, Y Krishnamurthy, R Lourenco, R Rampin…","Automatic machine learning by pipeline synthesis using model-based reinforcement learning and a grammar",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1905.10345","https://scholar.google.com/scholar?cites=230512424784425688&as_sdt=2005&sciodt=0,5&hl=en",24,"2021-02-09 14:33:32","","","","",,,,,10,5.00,2,5,2,"Page 1. 6th ICML Workshop on Automated Machine Learning (2019) Automatic Machine Learning by Pipeline Synthesis using … Recently AlphaD3M reached state-of-the-art results with an order of magnitude speedup using reinforcement learning with self-play …"
2,"EFS Soares, CAV Campos, SC de Lucena","Online travel mode detection method using automated machine learning and feature engineering",2019,"Future Generation Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167739X19305874","https://scholar.google.com/scholar?cites=13093666093474392476&as_sdt=2005&sciodt=0,5&hl=en",25,"2021-02-09 14:33:32","","","","",,,,,2,1.00,1,3,2,"… cost. In this paper, we propose a method to improve the accuracy and computational cost trade-off of travel mode detection, in which use state-of-the-art Feature Engineering and Automated Machine Learning techniques. In …"
4,"CHN Larcher Jr, HJC Barbosa","Auto-CVE: a coevolutionary approach to evolve ensembles in automated machine learning",2019,"Proceedings of the Genetic and …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3321707.3321844","https://scholar.google.com/scholar?cites=15117533360369513705&as_sdt=2005&sciodt=0,5&hl=en",26,"2021-02-09 14:33:32","","","","",,,,,4,2.00,2,2,2,"… adjust the parameters, etc. Automated Machine Learning (Auto-ML) arises from the idea of automating as much as possible the whole process … [4] actively searches for an ensemble model (every solution considered is a stacker by itself) and leads to state of the art results, given …"
10,"YF Li, H Wang, T Wei, WW Tu","Towards automated semi-supervised learning",2019,"Proceedings of the AAAI Conference on …","ojs.aaai.org","https://ojs.aaai.org/index.php/AAAI/article/view/4330","https://scholar.google.com/scholar?cites=7759033402135773260&as_sdt=2005&sciodt=0,5&hl=en",27,"2021-02-09 14:33:32","","","","",,,,,10,5.00,3,4,2,"… 2, 2−1, 20, 21, 22, 23l. • AUTO-SKLEARN: The state-of-the-art automated machine learning system (Feurer et al. 2015), which shows promis- ing performance on supervised learning problems. The running time is set to one …"
1,"F Mohr, M Wever, A Tornede, E Hüllermeier","From automated to on-the-fly machine learning",2019,"INFORMATIK 2019: 50 Jahre …","dl.gi.de","https://dl.gi.de/bitstream/handle/20.500.12116/24989/paper3_17.pdf?sequence=1","https://scholar.google.com/scholar?cites=9293467259273772314&as_sdt=2005&sciodt=0,5&hl=en",28,"2021-02-09 14:33:32","PDF","","","",,,,,1,0.50,0,4,2,"… Automated machine learning (AutoML) is the task of automatically selecting and parametriz- ing machine learning algorithms, as well as combining them into an … We recently complemented the repertoire of state-of-the-art AutoML tools by ML-Plan [MWH18b, WMH18, We19] …"
7,"A Laadhar, F Ghozzi, I Megdiche…","POMap++ results for OAEI 2019: fully automated machine learning approach for ontology matching",2019,"… co-located with the …","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/hal-02942337/","https://scholar.google.com/scholar?cites=3040318853942658520&as_sdt=2005&sciodt=0,5&hl=en",29,"2021-02-09 14:33:32","","","","",,,,,7,3.50,2,4,2,"… POMap++ Results for OAEI 2019: Fully Automated Machine Learning Approach … This matching system should align each local matching context based on its characteristics. State-of-the-art approaches define a set of predefined matching settings for all the matching contexts …"
8,"I Drori, L Liu, Y Nian, SC Koorathota, JS Li…","Automl using metadata language embeddings",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1910.03698","https://scholar.google.com/scholar?cites=17413577040663285690&as_sdt=2005&sciodt=0,5&hl=en",30,"2021-02-09 14:33:32","","","","",,,,,8,4.00,1,6,2,"… We demonstrate that the same idea improves the performance of automated machine learning methods. We use language embeddings from modern NLP to improve state-of-the-art AutoML systems by augmenting their recommendations with vector embeddings of datasets and …"
6,"F Mohr, M Wever, E Hüllermeier","Automated machine learning service composition",2018,"arXiv preprint arXiv:1809.00486","arxiv.org","https://arxiv.org/abs/1809.00486","https://scholar.google.com/scholar?cites=17548773671352838739&as_sdt=2005&sciodt=0,5&hl=en",31,"2021-02-09 14:33:32","","","","",,,,,6,2.00,2,3,3,"… In our case study, we consider the domain of automated machine learning (Auto- ML … State-of-the- art approaches auto-sklearn and Auto-WEKA reduce the combined algorithm selection and hyperparameter optimization problem to a mere hyperparame- ter optimization …"
5,"D Rutqvist, D Kleyko, F Blomstedt","An Automated Machine Learning Approach for Smart Waste Management Systems",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8709695/","https://scholar.google.com/scholar?cites=9438488962692600117&as_sdt=2005&sciodt=0,5&hl=en",32,"2021-02-09 14:33:32","","","","",,,,,5,2.50,2,3,2,"… Page 2. RUTQVIST et al.: AUTOMATED MACHINE LEARNING APPROACH FOR SMART WASTE MANAGEMENT SYSTEMS 385 … There- fore, this section concentrates on the current state-of-the-art of the Smart Waste Management both in research and practical domains …"
5,"M Maucec, S Garni","Application of automated machine learning for multi-variate prediction of well production",2019,"SPE Middle East Oil and Gas Show and …","onepetro.org","https://onepetro.org/conference-paper/SPE-195022-MS","https://scholar.google.com/scholar?cites=2921820556461772872&as_sdt=2005&sciodt=0,5&hl=en",33,"2021-02-09 14:33:32","","","","",,,,,5,2.50,3,2,2,"… Application of Automated Machine Learning for Multi-Variate Prediction of Well Production … and simulation, production and drilling optimization and process control (Braswell, 2013), the E&P industry is now systematically leveraging and advancing state-of-the-art machine ans …"
17,"MA Zöller, MF Huber","Benchmark and survey of automated machine learning frameworks",2019,"arXiv preprint arXiv:1904.12054","arxiv.org","https://arxiv.org/abs/1904.12054","https://scholar.google.com/scholar?cites=15125720817570447602&as_sdt=2005&sciodt=0,5&hl=en",34,"2021-02-09 14:33:32","","","","",,,,,17,8.50,9,2,2,"… Page 3. Benchmark and Survey of Automated Machine Learning Frameworks In doing so, readers will get a comprehensive overview of state-of-the-art AutoML algo- rithms. All important stages of building an ML pipeline automatically …"
2,"M Robnik-Šikonja, M Radović, S Đorović…","Modeling ischemia with finite elements and automated machine learning",2018,"Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877750318304526","https://scholar.google.com/scholar?cites=17245264320621486292&as_sdt=2005&sciodt=0,5&hl=en",35,"2021-02-09 14:33:32","","","","",,,,,2,0.67,1,4,3,"… We follow recent solutions and analyze our data set with two state-of-the-art approaches for model automation: Bayesian model selection … We use the outer loop of cross-validation to estimate the generalization performance of automated machine learning model selection, ie …"
179,"M Feurer, F Hutter","Hyperparameter optimization",2019,"Automated Machine Learning","library.oapen.org","https://library.oapen.org/bitstream/handle/20.500.12657/23012/1007149.pdf?sequence=1#page=15","https://scholar.google.com/scholar?cites=4491726630408981792&as_sdt=2005&sciodt=0,5&hl=en",36,"2021-02-09 14:33:32","PDF","","","",,,,,179,89.50,90,2,2,"… of Computer Science, University of Freiburg, Freiburg, Germany © The Author (s) 2019 F. Hutter et al.(eds.), Automated Machine Learning, The Springer … machine learning algorithms (by tailoring them to the problem at hand); this has led to new state-of-the-art performances for …"
13,"CM Tam, X Yang, S Tian, X Jiang…","Automated delineation of organs-at-risk in head and neck ct images using multi-output support vector regression",2018,"Medical Imaging …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10578/1057824/Automated-delineation-of-organs-at-risk-in-head-and-neck/10.1117/12.2292556.short","https://scholar.google.com/scholar?cites=8879353806784301073&as_sdt=2005&sciodt=0,5&hl=en",37,"2021-02-09 14:33:32","","","","",,,,,13,4.33,3,5,3,"… In this study, we propose a state-of-the-art automated segmentation of OAR using a multi-output support vector regression (MSVR) machine learning algorithm to address these challenges under various selectable parameters …"
6,"Z Weng","From conventional machine learning to automl",2019,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1207/1/012015/meta","https://scholar.google.com/scholar?cites=9589150097474379137&as_sdt=2005&sciodt=0,5&hl=en",38,"2021-02-09 14:33:32","","","","",,,,,6,3.00,6,1,2,"… problems. Several typical algorithms or models will be discussed according in chronological order from conventional ML algorithms to Artificial Neural Network to state-of-the-art Automated Machine Learning algorithms. Each …"
5,"R Maipradit, H Hata, K Matsumoto","Sentiment Classification Using N-Gram Inverse Document Frequency and Automated Machine Learning",2019,"IEEE Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8725481/","https://scholar.google.com/scholar?cites=10271917913047569225&as_sdt=2005&sciodt=0,5&hl=en",39,"2021-02-09 14:33:32","","","","",,,,,5,2.50,2,3,2,"… Automated machine learning addresses these problems by running multiple classi- fiers and trying different parameters to optimize the performance … out- performed the state-of-the-art self-ad- mitted technical debt identification.11 …"
60,"MA Zöller, MF Huber","Survey on automated machine learning",2019,"arXiv preprint arXiv:1904.12054","","","https://scholar.google.com/scholar?cites=3610850449341638601&as_sdt=2005&sciodt=0,5&hl=en",40,"2021-02-09 14:33:32","CITATION","","","",,,,,60,30.00,30,2,2,""
101,"R Liaw, E Liang, R Nishihara, P Moritz…","Tune: A research platform for distributed model selection and training",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1807.05118","https://scholar.google.com/scholar?cites=11543069683323062245&as_sdt=2005&sciodt=0,5&hl=en",41,"2021-02-09 14:33:32","","","","",,,,,101,33.67,20,5,3,"… capabilities. Similar to Tune, Vizier provides parallel evaluation of trials, hosts many state-of-the-art optimization algorithms, provides functionality for performance anal- ysis … Efficient and robust automated machine learning. In …"
27,"T Van Steenkiste, W Groenendaal…","Automated sleep apnea detection in raw respiratory signals using long short-term memory neural networks",2018,"IEEE journal of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8571271/","https://scholar.google.com/scholar?cites=14251355399057139094&as_sdt=2005&sciodt=0,5&hl=en",42,"2021-02-09 14:33:32","","","","",,,,,27,9.00,9,3,3,"… on the Sleep-Heart-Health-Study-1 dataset and provides per-epoch sensitivity and specificity scores comparable to the state of the art … These methods range from rule-based algorithms to automated machine learning techniques and are generally based on human- engineered …"
0,"R Elshawi, S Sakr","Automated Machine Learning: Techniques and Frameworks",2019,"European Big Data Management and Analytics …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-61627-4_3","",43,"2021-02-09 14:33:32","","","","",,,,,0,0.00,0,2,2,"… 1). In this chapter, we present an overview of the state-of-the-art efforts for the techniques and framework in the automated machine learning domain. The remainder of this chapter is organized as follows. Section 2 covers the …"
22,"A Orlenko, JH Moore, P Orzechowski, RS Olson…","Considerations for automated machine learning in clinical metabolic profiling: Altered homocysteine plasma concentration associated with metformin exposure.",2018,"PSB","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/9789813235533_0042","https://scholar.google.com/scholar?cites=10168670001810754321&as_sdt=2005&sciodt=0,5&hl=en",44,"2021-02-09 14:33:32","","","","",,,,,22,7.33,4,5,3,"… Tree-based optimization tool (TPOT), our specific tool of interest, is an Automated Machine Learning (AutoML) tool with recent demonstrable … processing and analysis steps for development of a clinical metabolic profile using AutoML; 3) Current state of the art for identification of …"
4,"F Ahlgren, ME Mondejar, M Thern","Predicting dynamic fuel oil consumption on ships with automated machine learning",2019,"Energy Procedia","Elsevier","https://www.sciencedirect.com/science/article/pii/S1876610219305223","https://scholar.google.com/scholar?cites=15614959005506641437&as_sdt=2005&sciodt=0,5&hl=en",45,"2021-02-09 14:33:32","","","","",,,,,4,2.00,1,3,2,"… This study demonstrates a method for predicting the dynamic fuel consumption on board ships using automated machine learning algorithms, fed only with … So far, no studies have been done on using state-of-the-art auto-ML tools, predicting the instant fuel consumption for ships …"
49,"P Kerschke, H Trautmann","Automated algorithm selection on continuous black-box problems by combining exploratory landscape analysis and machine learning",2019,"Evolutionary computation","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/evco_a_00236","https://scholar.google.com/scholar?cites=7817119101176666537&as_sdt=2005&sciodt=0,5&hl=en",46,"2021-02-09 14:33:32","","","","",,,,,49,24.50,25,2,2,"… Salesperson Problem, feature-based algorithm selectors have already shown their capability of outperforming the respective state-of-the-art optimization algorithm(s … Our proposed approach is related to the field of automated machine learning (AutoML, see eg, Feurer et al., 2015 …"
49,"L Faes, SK Wagner, DJ Fu, X Liu, E Korot…","Automated deep learning design for medical image classification by health-care professionals with no coding experience: a feasibility study",2019,"The Lancet Digital …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2589750019301086","https://scholar.google.com/scholar?cites=7758849931165255752&as_sdt=2005&sciodt=0,5&hl=en",47,"2021-02-09 14:33:32","HTML","","","",,,,,49,24.50,8,6,2,"… task of the NIH CXR14 dataset, showed comparable discriminative performance and diagnostic properties to state-of-the-art performing deep … The term automated machine learning commonly refers to automated methods for model selection or hyperparameter optimisation …"
1,"R Budjač, M Nikmon, P Schreiber…","Automated Machine Learning Overview",2019,"… Papers Faculty of …","content.sciendo.com","https://content.sciendo.com/view/journals/rput/27/45/article-p107.xml","https://scholar.google.com/scholar?cites=1676371154097994606&as_sdt=2005&sciodt=0,5&hl=en",48,"2021-02-09 14:33:32","","","","",,,,,1,0.50,0,4,2,"… own products to distribute automated machine learning algorithms, for example, Azure automated machine learning, Google Cloud AutoML. These services promise to create high-performance models with limited machine learning expertise and State-of-the-art performance [3 …"
3,"Q Yao, H Yang, B Han, G Niu, J Kwok","Searching to exploit memorization effect in learning from corrupted labels",2019,"arXiv preprint arXiv:1911.02377","arxiv.org","https://arxiv.org/abs/1911.02377","https://scholar.google.com/scholar?cites=12676167446884667465&as_sdt=2005&sciodt=0,5&hl=en",49,"2021-02-09 14:33:32","","","","",,,,,3,1.50,1,5,2,"… address the problem of learning with noisy labels by exploiting deep networks' memorization effect with automated machine learning (AutoML … Extensive experiments on benchmark data sets demonstrate that the proposed method outperforms the state-of-the-art, and can select …"
19,"P Liu, MD El Basha, Y Li, Y Xiao, PC Sanelli…","Deep evolutionary networks with expedited genetic algorithms for medical image denoising",2019,"Medical image …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1361841518307734","https://scholar.google.com/scholar?cites=18151366927814056728&as_sdt=2005&sciodt=0,5&hl=en",50,"2021-02-09 14:33:32","","","","",,,,,19,9.50,3,6,2,"… state-of-the-art network blocks into the evolutionary processing, the explored neural networks outperform state-of-the-art methods … and eventually formed the branch of Evolutionary Artificial Neural Networks (EANN), which is also part of Automated Machine Learning (AutoML) 1 …"
