Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
19,"BR Avasarala, JC Day, D Steiner","System and method for automated machine-learning, zero-day malware detection",2017,"US Patent 9,665,713","Google Patents","https://patents.google.com/patent/US9665713B2/en","https://scholar.google.com/scholar?cites=8976416517644044839&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-02-09 14:31:30","","","","",,,,,19,4.75,6,3,4,"… Moreover, with the current state of the art it is hard to incorporate features corresponding to new attributes … Embodiments of the improved system and method for automated machine-learning, zero-day malware detection also include an EFVG overcome these issues …"
43,"G Louppe, HT Al-Natsheh, M Susik…","Ethnicity sensitive author disambiguation using semi-supervised learning",2016,"… conference on knowledge …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-45880-9_21","https://scholar.google.com/scholar?cites=16206501765057654092&as_sdt=2005&sciodt=0,5&hl=en",12,"2021-02-09 14:31:30","","","","",,,,,43,8.60,11,4,5,"… manual authorship control is expensive and the success of persistent digital identifiers requires large and ubiquitous adoption by both researchers and publishers, fully automated machine learning-based methods have … Components correspond to the state-of-the-art choices …"
5,"J Kim, J Jeong, S Choi","AutoML Challenge: AutoML framework using random space partitioning optimizer",2016,"… on Automated Machine Learning …","mlg.postech.ac.kr","http://mlg.postech.ac.kr/~jtkim/papers/final_automl_2016.pdf","https://scholar.google.com/scholar?cites=10833514508427186926&as_sdt=2005&sciodt=0,5&hl=en",13,"2021-02-09 14:31:30","PDF","","","",,,,,5,1.00,2,3,5,"… Abstract Automated machine learning provides a framework where an algorithm configuration best suited to a particular problem is automatically determined … to as Mondrian forests optimizer based on random space partitioning method, to modify the state-of-the-art system, auto …"
31,"Y Xue, S Chen, J Qin, Y Liu, B Huang…","Application of deep learning in automated analysis of molecular images in cancer: a survey",2017,"Contrast media & …","hindawi.com","https://www.hindawi.com/journals/cmmi/2017/9512370/abs/","https://scholar.google.com/scholar?cites=4173810443821847096&as_sdt=2005&sciodt=0,5&hl=en",14,"2021-02-09 14:31:30","HTML","","","",,,,,31,7.75,5,6,4,"… Deep learning as a state-of- the-art machine learning technique may solve the challenges aforementioned by abstracting higher level features and improving the predictions from data with deep and complex neural network structures [4]. 1.1. Deep Learning …"
29,"T Araki, PK Jain, HS Suri, ND Londhe, N Ikeda…","Stroke risk stratification and its validation using ultrasonic echolucent carotid wall plaque morphology: a machine learning paradigm",2017,"Computers in biology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010482516303055","https://scholar.google.com/scholar?cites=5050758630655214245&as_sdt=2005&sciodt=0,5&hl=en",15,"2021-02-09 14:31:30","","","","",,,,,29,7.25,5,6,4,"… and 92.02%, respectively. The precision of merit of the automated machine learning system when compared against manual risk assessment system are 98.05% and 97.53% for the far and near walls, respectively. The ROC …"
26,"K Doycheva, G Horn, C Koch, A Schumann…","Assessment and weighting of meteorological ensemble forecast members based on supervised machine learning with application to runoff simulations and flood …",2017,"Advanced Engineering …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1474034616304190","https://scholar.google.com/scholar?cites=540599496360545851&as_sdt=2005&sciodt=0,5&hl=en",16,"2021-02-09 14:31:30","","","","",,,,,26,6.50,5,5,4,"… 4.3.1. Ensemble member assessment. In this study, the Waikato Environment for Knowledge Analysis (WEKA) is utilized as a machine-learning workbench in order to generate a classification model [36]. WEKA offers a collection of state-of-the-art machine learning algorithms …"
48,"A Singhal, M Simmons, Z Lu","Text mining for precision medicine: automating disease-mutation relationship extraction from biomedical literature",2016,"Journal of the American Medical …","academic.oup.com","https://academic.oup.com/jamia/article-abstract/23/4/766/2201020","https://scholar.google.com/scholar?cites=8710145422282150819&as_sdt=2005&sciodt=0,5&hl=en",17,"2021-02-09 14:31:30","","","","",,,,,48,9.60,16,3,5,"… Conclusions The proposed approach improves the state of the art for mutation-disease extraction from text … In this article, we propose a novel, fully automated machine-learning approach for identifying disease-related point mutations from biomedical literature repositories …"
52,"I Guyon, I Chaabane, HJ Escalante…","A brief review of the ChaLearn AutoML challenge: any-time any-dataset learning without human intervention",2016,"Workshop on …","proceedings.mlr.press","http://proceedings.mlr.press/v64/guyon_review_2016.html","https://scholar.google.com/scholar?cites=4698964643725381205&as_sdt=2005&sciodt=0,5&hl=en",18,"2021-02-09 14:31:30","","","","",,,,,52,10.40,13,4,5,"… The purpose of this paper is to describe the results of the AutoML challenge, a benchmark for automated machine learning systems that can be … et al., 2015a,c)) combining the machine learning library scikit-learn (Pedregosa et al., 2011) with the state-of-the-art SMBO method …"
65,"G Borboudakis, T Stergiannakos, M Frysali…","Chemically intuited, large-scale screening of MOFs by machine learning techniques",2017,"npj Computational …","nature.com","https://www.nature.com/articles/s41524-017-0045-8","https://scholar.google.com/scholar?cites=8633320047228356495&as_sdt=2005&sciodt=0,5&hl=en",19,"2021-02-09 14:31:30","HTML","","","",,,,,65,16.25,16,4,4,"A novel computational methodology for large-scale screening of MOFs is applied to gas storage with the use of machine learning technologies. This approach is a promising trade-off between the accuracy of ab initio methods and the speed of classical approaches, strategically combined …"
144,"H Mendoza, A Klein, M Feurer…","Towards automatically-tuned neural networks",2016,"Workshop on …","proceedings.mlr.press","http://proceedings.mlr.press/v64/mendoza_towards_2016.html?utm_campaign=piqcy&utm_medium=email&utm_source=Revue%20newsletter","https://scholar.google.com/scholar?cites=6243015008274359152&as_sdt=2005&sciodt=0,5&hl=en",20,"2021-02-09 14:31:30","","","","",,,,,144,28.80,36,4,5,"… Neural networks have improved the state of the art on a variety of benchmarks signifi- cantly during the last years and opened many new … Here, we present work towards effective off-the-shelf neural networks based on approaches from automated machine learning (AutoML) …"
37,"X Zeng, G Luo","Progressive sampling-based Bayesian optimization for efficient and automatic machine learning model selection",2017,"Health information science and systems","Springer","https://link.springer.com/article/10.1007/s13755-017-0023-z","https://scholar.google.com/scholar?cites=866107729703400985&as_sdt=2005&sciodt=0,5&hl=en",21,"2021-02-09 14:31:30","HTML","","","",,,,,37,9.25,19,2,4,"… Results. We report an implementation of the method. We show that compared to a state of the art automatic selection method, our method can significantly reduce search time, classification error rate, and standard deviation of error rate due to randomization. Conclusions …"
69,"AGC de Sá, WJGS Pinto, LOVB Oliveira…","RECIPE: a grammar-based framework for automatically evolving classification pipelines",2017,"European Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-55696-3_16","https://scholar.google.com/scholar?cites=13026390600469124856&as_sdt=2005&sciodt=0,5&hl=en",22,"2021-02-09 14:31:30","","","","",,,,,69,17.25,17,4,4,"… Results of f-measure obtained by RECIPE are compared to those two state-of-the-art methods, and shown to be as good as or better than those previously reported in the literature … 4.1 Comparison with Other State-of-the-Art Methods …"
10,"T Salles, L Rocha, F Mourão, M Gonçalves, F Viegas…","A two-stage machine learning approach for temporally-robust text classification",2017,"Information Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306437917301801","https://scholar.google.com/scholar?cites=6948019118380106851&as_sdt=2005&sciodt=0,5&hl=en",23,"2021-02-09 14:31:30","","","","",,,,,10,2.50,2,6,4,"… Accordingly, the main contribution of this article is the proposal of a fully automated machine learning procedure to learn the TWF … of classification effectiveness when compared to their non-temporal counterparts, even tying or outperforming the state of the art SVM classifier in …"
281,"M Vinaixa, EL Schymanski, S Neumann…","Mass spectral databases for LC/MS-and GC/MS-based metabolomics: State of the field and future prospects",2016,"TrAC Trends in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165993615300832","https://scholar.google.com/scholar?cites=15451176217479295743&as_sdt=2005&sciodt=0,5&hl=en",24,"2021-02-09 14:31:30","","","","",,,,,281,56.20,70,4,5,"… annotations and thus biological knowledge. This article aims at providing an overview of the state of the art on mass spectral databases most commonly used for metabolite annotation in metabolomics. Mass spectral databases and …"
26,"Y Zhang, MT Bahadori, H Su, J Sun","FLASH: fast Bayesian optimization for data analytic pipelines",2016,"Proceedings of the 22nd ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2939672.2939829","https://scholar.google.com/scholar?cites=10829382345736702579&as_sdt=2005&sciodt=0,5&hl=en",25,"2021-02-09 14:31:30","","","","",,,,,26,5.20,7,4,5,"… Extensive experiments on a number of benchmark datasets have demonstrated that FLASH significantly outperforms previous state-of-the-art methods in both search speed and accuracy … In Phase 3, we use state-of-the-art Bayesian optimization algorithm, either SMAC or TPE …"
185,"T Gebru, J Krause, Y Wang, D Chen…","Using deep learning and Google Street View to estimate the demographic makeup of neighborhoods across the United States",2017,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/114/50/13108?collection=&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Proc_Natl_Acad_Sci_U_S_A_TrendMD_1","https://scholar.google.com/scholar?cites=14395578322465203986&as_sdt=2005&sciodt=0,5&hl=en",26,"2021-02-09 14:31:30","HTML","","","",,,,,185,46.25,37,5,4,"Skip to main content. Submit; About: Editorial Board; PNAS Staff; FAQ; Accessibility Statement; Rights and Permissions; Site Map. Contact; Journal Club; Subscribe: Subscription Rates; Subscriptions FAQ; Open Access; Recommend PNAS to Your Librarian. Log in; Log out; My Cart …"
10,"A Filonenko, L Kurnianggoro, KH Jo","Smoke detection on video sequences using convolutional and recurrent neural networks",2017,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-67077-5_54","https://scholar.google.com/scholar?cites=12301237251935959327&as_sdt=2005&sciodt=0,5&hl=en",27,"2021-02-09 14:31:30","","","","",,,,,10,2.50,3,3,4,"… If the number of required features is significant, then researchers apply automated machine learning methods such as AdaBoost and support vector machine (SVM … The results were compared to state of the art deep CNNs that utilize a single frame as input thus not using smoke …"
48,"Y Yao, Z Xiao, B Wang, B Viswanath, H Zheng…","Complexity vs. performance: empirical analysis of machine learning as a service",2017,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3131365.3131372","https://scholar.google.com/scholar?cites=2643371335012056774&as_sdt=2005&sciodt=0,5&hl=en",28,"2021-02-09 14:31:30","","","","",,,,,48,12.00,8,6,4,"Page 1. Complexity vs. Performance: Empirical Analysis of Machine Learning as a Service Yuanshun Yao ysyao@cs.uchicago.edu University of Chicago Zhujun Xiao zhujunxiao@cs.uchicago.edu University of Chicago Bolun …"
3,"YJ Hu, SW Huang","Challenges of automated machine learning on causal impact analytics for policy evaluation",2017,"2017 2nd International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8343571/","https://scholar.google.com/scholar?cites=12446457168021903648&as_sdt=2005&sciodt=0,5&hl=en",29,"2021-02-09 14:31:30","","","","",,,,,3,0.75,2,2,4,"… AutoML Challenge ChaLearn is a competition event to develop state-of-the-art in fully automatic machine learning without any human … Therefore, we are exploiting this research issue and proposing a prelim- inary automated machine learning pipeline for causal impact analytics …"
17,"S Miserendino, R Peters, D Steiner","System and method for automated machine-learning, zero-day malware detection",2017,"US Patent App. 15/607,122","Google Patents","https://patents.google.com/patent/US20170262633A1/en","https://scholar.google.com/scholar?cites=6976676839497178903&as_sdt=2005&sciodt=0,5&hl=en",30,"2021-02-09 14:31:30","","","","",,,,,17,4.25,6,3,4,"US20170262633A1 - System and method for automated machine-learning, zero-day malware detection - Google Patents. System and method for automated machine-learning, zero-day malware detection. Download PDF Info …"
14,"MAA Kumara, CD Jaidhar","Leveraging virtual machine introspection with memory forensics to detect and characterize unknown malware using machine learning techniques at hypervisor",2017,"Digital Investigation","Elsevier","https://www.sciencedirect.com/science/article/pii/S1742287617303328","https://scholar.google.com/scholar?cites=7654565385603815457&as_sdt=2005&sciodt=0,5&hl=en",31,"2021-02-09 14:31:30","","","","",,,,,14,3.50,7,2,4,"JavaScript is disabled on your browser. Please enable JavaScript to use all the features on this page. Skip to main content Skip to article …"
7,"Y El-Manzalawy, O Buxton…","Sleep/wake state prediction and sleep parameter estimation using unsupervised classification via clustering",2017,"2017 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8217742/","https://scholar.google.com/scholar?cites=7273504366754267416&as_sdt=2005&sciodt=0,5&hl=en",32,"2021-02-09 14:31:30","","","","",,,,,7,1.75,2,3,4,"… a predictive performance that is comparable with the performance of models developed using some state-of-the-art supervised learning algorithms applied to labeled actigraphy data. Our results lay the groundwork for developing fully automated machine learning models for …"
4,"VS Ionescu","An approach to software development effort estimation using machine learning",2017,"2017 13th IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8117004/","https://scholar.google.com/scholar?cites=7150104652526760247&as_sdt=2005&sciodt=0,5&hl=en",33,"2021-02-09 14:31:30","","","","",,,,,4,1.00,4,1,4,"… In this paper, we introduce an automated machine learning- based SDEE method based on the text of tasks … A brief literature review on SDEE is presented in Section II, followed by the difficulty and state of the art in Section III …"
2,"M Wever, F Mohr, E Hüllermeier","Automatic Machine Learning: Hierarchical Planning Versus Evolutionary Optimization",2017,"Proc., 27. Workshop Computational …","core.ac.uk","https://core.ac.uk/download/pdf/197506471.pdf#page=161","https://scholar.google.com/scholar?cites=968726721163103071&as_sdt=2005&sciodt=0,5&hl=en",34,"2021-02-09 14:31:30","PDF","","","",,,,,2,0.50,1,3,4,"… In spite of quite impressive first results, state-of-the-art tools such as Auto- WEKA [13] and Auto-sklearn [4] are still limited in scope and restricted to rather simple learning problems such as classification, essentially because automated machine learning is reduced to the …"
0,"S Ganguly, S Basu, RR Nemani…","DeepSAT: A Deep Learning Approach to Tree-cover Delineation in 1-m NAIP Imagery for the Continental United States",2016,"AGU Fall Meeting …","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2016AGUFMIN14A..07G/abstract","",35,"2021-02-09 14:31:30","","","","",,,,,0,0.00,0,4,5,"… Limited studies are in place that demonstrates the state-of-the-art in deriving very high resolution (VHR) tree cover products … In our proposed approach, we have implemented a novel semi-automated machine learning algorithm rooted on the principles of ""deep learning"" to …"
9,"E Dufourq, BA Bassett","Automated problem identification: Regression vs classification via evolutionary deep networks",2017,"Proceedings of the South African Institute of …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3129416.3129429","https://scholar.google.com/scholar?cites=10076106175031446317&as_sdt=2005&sciodt=0,5&hl=en",36,"2021-02-09 14:31:30","","","","",,,,,9,2.25,5,2,4,"… A great deal of work has been put into new state- of-the-art methods, and researchers are constantly optimising the various aspects of … standing which type of the two problems a given dataset represents is a step in the direction of automated machine learning research and is the …"
18,"S Al-Hameed, M Benaissa…","Simple and robust audio-based detection of biomarkers for Alzheimer's disease",2016,"7th Workshop on Speech …","isca-speech.org","https://www.isca-speech.org/archive/SLPAT_2016/pdfs/6.pdf","https://scholar.google.com/scholar?cites=1084391559426376257&as_sdt=2005&sciodt=0,5&hl=en",37,"2021-02-09 14:31:30","","","","",,,,,18,3.60,6,3,5,"… We used the capability and accuracy of the automated machine learning algorithms to measure the potential of the acoustic features to distinguish … were obtained, in distinguishing between HC subjects and AD patients, than those reported in the most recent state of the art [15] …"
5,"H Kalke, M Loewen","Predicting surface ice concentration using machine learning",2017,"Proc. 19th Workshop Hydraul. Ice Covered Rivers","cripe.ca","http://www.cripe.ca/docs/proceedings/19/Kalke-Loewen-2017.pdf","https://scholar.google.com/scholar?cites=3650861285457331514&as_sdt=2005&sciodt=0,5&hl=en",38,"2021-02-09 14:31:30","PDF","","","",,,,,5,1.25,3,2,4,"… The ultimate goal is to develop an automated machine learning model that can accurately estimate the total surface ice concentration but that can also distinguish between frazil ice pans and released anchor ice … SLIC superpixels compared to state-of-the-art superpixel methods …"
2,"J van der Herten, I Couckuyt…","Adaptive modeling and sampling methodologies for Internet of Things applications",2016,"2016 18th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7495425/","https://scholar.google.com/scholar?cites=13846821321299933548&as_sdt=2005&sciodt=0,5&hl=en",39,"2021-02-09 14:31:30","","","","",,,,,2,0.40,1,3,5,"… Abstract—The past few years several cloud services offer automated machine learning software. This enables non-experts to build sophisticated predictive models so they can focus on their area of expertise instead, and use these state-of-the-art machine learning techniques …"
81,"F Onorati, G Regalia, C Caborni, M Migliorini…","Multicenter clinical assessment of improved wearable multimodal convulsive seizure detectors",2017,"…","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/epi.13899","https://scholar.google.com/scholar?cites=10953756990371871615&as_sdt=2005&sciodt=0,5&hl=en",40,"2021-02-09 14:31:30","","","","",,,,,81,20.25,16,5,4,"… devices) was used to test the algorithms; Direct comparison with the best state‐of‐the‐art system using accelerometry and electrodermal activity showed significantly higher sensitivity (≈95%); Most patients had <1 false alarm …"
37,"RG Mantovani, T Horváth, R Cerri…","Hyper-parameter tuning of a decision tree induction algorithm",2016,"2016 5th Brazilian …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7839559/","https://scholar.google.com/scholar?cites=18278969171634513367&as_sdt=2005&sciodt=0,5&hl=en",41,"2021-02-09 14:31:30","","","","",,,,,37,7.40,9,4,5,"… arg max h∈P f(a,D,h) ∈ F [12], [27], [28], SMBO performed better than GS and RS and matched or outperformed state-of-the-art techniques in several HP optimization tasks. Several automated tools for HP optimization of ML …"
40,"T Gebru, J Krause, Y Wang, D Chen, J Deng…","Using deep learning and google street view to estimate the demographic makeup of the us",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1702.06683","https://scholar.google.com/scholar?cites=1788886301799391514&as_sdt=2005&sciodt=0,5&hl=en",42,"2021-02-09 14:31:30","","","","",,,,,40,10.00,7,6,4,"… the southern tip, is readily apparent. While the ACS does not collect voter preference data, our automated machine learning procedure … Thus, instead of using state-of-the-art object detection algorithms such as 21, we turned to the previous state of the art in object detection …"
17,"P Murugan","Hyperparameters optimization in deep convolutional neural network/bayesian approach with gaussian process prior",2017,"arXiv preprint arXiv:1712.07233","arxiv.org","https://arxiv.org/abs/1712.07233","https://scholar.google.com/scholar?cites=14493519344797694272&as_sdt=2005&sciodt=0,5&hl=en",43,"2021-02-09 14:31:30","","","","",,,,,17,4.25,17,1,4,"… Bergstra et al., showed that complex vision architecture such as face matching verification & identification and object recognition is achieved the state of the art performance with 238 … [13] T. Nickson, MA Osborne, S. Reece, and SJ Roberts, “Automated machine learning on big …"
235,"C Coglianese, D Lehr","Regulating by robot: Administrative decision making in the machine-learning era",2016,"Geo. LJ","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/glj105&section=37","https://scholar.google.com/scholar?cites=12713408786953548777&as_sdt=2005&sciodt=0,5&hl=en",44,"2021-02-09 14:31:30","","","","",,,,,235,47.00,118,2,5,"… 36. See, eg, Cheng-Lin Liu et al., Handwritten Digit Recognition: Benchmarking of State-of-the- Art Techniques, 36 PATTERN RECOGNITION 2271 (2003); Y. LeCun et al., Comparison of Learning Algorithms for Handwritten Digit Recognition, Presented at the International …"
173,"D Lehr, P Ohm","Playing with the data: what legal scholars should learn about machine learning",2017,"UCDL Rev.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/davlr51&section=26","https://scholar.google.com/scholar?cites=14938198215025606594&as_sdt=2005&sciodt=0,5&hl=en",45,"2021-02-09 14:31:30","","","","",,,,,173,43.25,87,2,4,"Page 1. Playing with the Data: What Legal Scholars Should Learn About Machine Learning David Lehrt* & Paul Ohm** TABLE OF CONTENTS INTRODUCTION ..... 655 1. THE STATE OF THE SCHOLARSHIP..... 658 …"
5,"T Nyathi, N Pillay","Automated design of genetic programming classification algorithms using a genetic algorithm",2017,"European Conference on the Applications of …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-55792-2_15","https://scholar.google.com/scholar?cites=10996957104205870817&as_sdt=2005&sciodt=0,5&hl=en",46,"2021-02-09 14:31:30","","","","",,,,,5,1.25,3,2,4,"… Keywords. Data classification Automated machine learning Genetic programming Genetic algorithms. Download conference paper PDF. 1 Introduction … Dataset. GP approaches. Other state-of-the-art. autoDesign. Aus credit data. 89.00 [9]. 90.50(ANN) [21]. 88.00. Appendicitis …"
3,"SM Abdulrahman, A Adamu, YA Ibrahim…","An Overview of the Algorithm Selection Problem",2017,"International Journal of …","core.ac.uk","https://core.ac.uk/download/pdf/229655909.pdf","https://scholar.google.com/scholar?cites=7053411683485801700&as_sdt=2005&sciodt=0,5&hl=en",47,"2021-02-09 14:31:30","PDF","","","",,,,,3,0.75,1,4,4,"… ensemble construction to provide an automated machine learning toolkit. Similar to the Auto-WEKA, it makes use of the state-of-the-art Bayesian optimization techniques to configure a flexible machine learning pipeline implemented …"
14,"MJ Smith, R Wedge…","FeatureHub: Towards collaborative data science",2017,"2017 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8259821/","https://scholar.google.com/scholar?cites=10926171358608845891&as_sdt=2005&sciodt=0,5&hl=en",48,"2021-02-09 14:31:30","","","","",,,,,14,3.50,5,3,4,"… Our platform includes an automated machine learning backend which abstracts model training, selection, and tuning, allowing users to focus on feature engineering while still receiving immediate feedback on the performance of their features …"
55,"HT Lam, JM Thiebaut, M Sinn, B Chen, T Mai…","One button machine for automating feature engineering in relational databases",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1706.00327","https://scholar.google.com/scholar?cites=6207181198709688662&as_sdt=2005&sciodt=0,5&hl=en",49,"2021-02-09 14:31:30","","","","",,,,,55,13.75,9,6,4,"… More importantly, OneBM outperformed the state-of-the-art system in a Kaggle competition in terms of prediction accuracy and ranking on Kaggle leaderboard. The results show that OneBM can be useful for both data scientists and non-experts …"
0,"V Gueorguiev","Hyperparameter Optimization for Astronomy: Taking the Astronomer Out of the Loop",,"cair.org.za","","http://www.cair.org.za/sites/default/files/2019-08/Hyperparameter%20Optimization%20for%20Astronomy2017.pdf","",50,"2021-02-09 14:31:30","PDF","","","",,,,,0,0.00,0,1,,"… ABSTRACT The task of phenomenon classification in astronomy pro- vides a novel and challenging setting for the application of state-of-the-art techniques addressing the problem of com- bined algorithm selection and hyperparameter optimization (CASH) of machine learning …"
