Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"V Danilatou","Risk assessment and mortality prediction in patients with venous thromboembolism using big data and machine learning.",2021,"","eprints.bournemouth.ac.uk","http://eprints.bournemouth.ac.uk/35112/","",35,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,1,1,"… Page 21. 21 Figure 1. Schematic representation of the most commonly used ML algorithms (provided by Rashidi et al 56). 3.4 Automated Machine Learning The experimentation and extraction of the best performing ML model is time-consuming since …"
0,"W Liu","Early Prediction of Battery Cycle Life Using Machine Learning",2021,"","dspace.library.uvic.ca","https://dspace.library.uvic.ca/handle/1828/12592","",36,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,1,1,"Page 1. Early Prediction of Battery Cycle Life Using Machine Learning by Wenmeng Liu MASc., Shanghai Jiao Tong University, 2018 B.Eng., Northwestern Polytechnical University, 2015 A Report Submitted in Partial Fulfillment of the Requirements for the Degree of …"
0,"Y Zhang, Q Yao, L Chen","Simple and automated negative sampling for knowledge graph embedding",2021,"The VLDB Journal","Springer","https://link.springer.com/article/10.1007/s00778-020-00640-7","",37,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,3,1,"… We propose to solve these issues by automated machine learning techniques … extensive experiments show that our method can gain significant improvements on various KG embedding models and the skip-gram model and outperforms the state-of-the-art negative sampling …"
84,"Y Jiang, X Gong, D Liu, Y Cheng…","Enlightengan: Deep light enhancement without paired supervision",2021,"… on Image Processing","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9334429/","https://scholar.google.com/scholar?cites=17465380415045488778&as_sdt=2005&sciodt=0,5&hl=en",38,"2021-02-09 16:34:33","","","","",,,,,84,84.00,17,5,1,"… ranging from histogram or cognition-based ones [2], [3] to learning-based approaches [4], [5]. The state-of-the-art image restoration and enhancement approaches using deep learning heavily rely on either synthesized or captured corrupted and clean image pairs to train, such …"
0,"L Wen, L Gao, X Li, B Zeng","Convolutional Neural Network With Automatic Learning Rate Scheduler for Fault Classification",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9312168/","",39,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,4,1,"… The results show that AutoLR-CNN has achieved the state-of-the-art performance in fault classification … [17] studied a double CNN architecture for the remaining useful life prediction and demonstrated its effectiveness by comparing with the state-of- the-art methods. Huang et al …"
0,"ГВ Айзель","Deep neural networks in hydrology: the new generation of universal and efficient models",2021,"Вестник Санкт-Петербургского университета …","escjournal.spbu.ru","https://escjournal.spbu.ru/article/view/7165","",40,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,1,1,"… Hutter, F., Kotthoff, L., Vanschoren, J. (2019). Automated Machine Learning. New York, USA: Springer … Deep learning for remote sensing data: A technical tutorial on the state of the art. IEEE Geoscience and Remote Sensing Magazine, 4(2), 22-40 …"
0,"D Xin, EY Wu, DJL Lee, N Salehi…","Whither AutoML? Understanding the Role of Automation in Machine Learning Workflows",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2101.04834","",41,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,5,1,"… In recent years, automated machine learning, or Auto-ML1, a new field targeted at increasing automation during ML, has witnessed a rapid rise in … Our recommendations are based on both the perception and usage of a broad range of users of state-of-the-art Auto-ML tools …"
0,"M Guo, Y Zhu, T Yi, Y Bao","JITuNE: Just-In-Time Hyperparameter Tuning for Network Embedding Algorithms",2021,"arXiv preprint arXiv:2101.06427","arxiv.org","https://arxiv.org/abs/2101.06427","",42,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,4,1,"… performances of NE algorithms, outperforming state-of-the-art methods within the same number of algorithm runs. KEYWORDS Time-Constrained Tuning; Network Representation Learning; Net- work Embedding; Automated Machine Learning; Hyperparameter Optimization …"
0,"A Kefalas, AB Ofner, G Pirker, S Posch, BC Geiger…","Detection of Knocking Combustion Using the Continuous Wavelet Transformation and a Convolutional Neural Network",2021,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/14/2/439","",43,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,6,1,"… revealed the following: (i) The CWT delivered a stable and effective feature space with the coefficients that represents the unique time-frequency pattern of each individual in-cylinder pressure cycle; (ii) the proposed approach was superior to the state-of-the-art threshold value …"
0,"AV Kalyuzhnaya, NO Nikitin, A Hvatov, M Maslyaev…","Towards Generative Design of Computationally Efficient Mathematical Models with Evolutionary Learning",2021,"Entropy","mdpi.com","https://www.mdpi.com/1099-4300/23/1/28","",44,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,5,1,"In this paper, we describe the concept of generative design approach applied to the automated evolutionary learning of mathematical models in a computationally efficient way. To formalize the problems of models' design and co-design, the generalized formulation of the modeling …"
0,"S Rajagopal, PP Kundapur, KS Hareesha","Towards Effective Network Intrusion Detection: From Concept to Creation on Azure Cloud",2021,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9335932/","",45,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,3,1,"… Section II reviews some state of the art methods in the field of network intrusion detection. Section III highlights the importance of automated machine learning. Section IV outlines the important aspects of the three datasets used in the study …"
0,"VS Ramos, LFQ Silveira, LGQ Júnior","Histogram Specification by Assignment of Optimal Unique Values",2021,"arXiv preprint arXiv:2102.02378","arxiv.org","https://arxiv.org/abs/2102.02378","",46,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,3,1,"… Two sets of results show the effectiveness of the proposed algorithms when compared to traditional and state-of-the-art methods … Likewise, automated machine learning methods and systems typically evaluate several normalization techniques in their first steps [17], [18], thus …"
0,"Y Gao, N Fei, G Liu, Z Lu, T Xiang, S Huang","Contrastive Prototype Learning with Augmented Embeddings for Few-Shot Learning",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2101.09499","",47,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,6,1,"… Extensive experiments on several benchmarks demonstrate that our proposed CPLAE achieves new state-of-the-art. 1. Introduction … Among them, those meta-learning a feature embedding or distance met- ric have dominated the state-of-the-art …"
0,"K Shazadi","Decision Tree in Biology",2021,"European Journal of Biology","ajpojournals.org","https://www.ajpojournals.org/journals/index.php/EJB/article/view/642","",48,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,1,1,"… https://doi.org/10.18653/v1/d15-1279 Nosratabadi, S., Mosavi, A., Keivani, R., Faizollahzadeh ardabili, S., & Aram, F. (2019). State of the art survey of deep learning and machine learning models for smart cities and urban sustainability … Automated Machine Learning, 151-160 …"
0,"N Iqbal, F Jamil, S Ahmad, DH Kim","A Novel Blockchain-based Integrity and Reliable Veterinary Clinic Information Management System using Predictive Analytics for Provisioning of Quality Health …",2021,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9314077/","",49,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,4,1,"Page 1. Received December 11, 2020, accepted January 2, 2021, date of publication January 5, 2021, date of current version January 14, 2021. Digital Object Identifier 10.1109/ACCESS. 2021.3049325 A Novel Blockchain-Based Integrity and Reliable …"
0,"M Hayaty, S Muthmainah, SM Ghufran","Random and Synthetic Over-Sampling Approach to Resolve Data Imbalance in Classification",2021,"International Journal of Artificial …","ijair.id","http://ijair.id/index.php/ijair/article/view/152","",50,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,3,1,"… JC Xavier-Júnior, AA Freitas, TB Ludermir, A. Feitosa-Neto, and CAS Barreto, “An evolutionary algorithm for automated machine learning focusing on … C. Zhang, C. Liu, X. Zhang, and G. Almpanidis, “An up-to-date comparison of state-of-the-art classification algorithms,” Expert …"
0,"X Zhang, H Jiang","Automated optimal control in energy systems: the reinforcement learning approach",2021,"New Technologies for Power System Operation and …","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128201688000158","",51,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,2,1,"… Therefore in this chapter, we focus on the state-of-the-art of DRL concepts and related algorithms, compare their pros and cons with traditional optimal control approaches and discuss the typical workflow for leveraging RL in solving complex problems in modern energy systems …"
0,"VR Kumar, S Yogamani, S Milz, P Mäder","FisheyeDistanceNet++: Self-Supervised Fisheye Distance Esti-mation with Self-Attention, Robust Loss Function and Camera View Generalization",,"researchgate.net","","https://www.researchgate.net/profile/Senthil_Yogamani2/publication/348900057_FisheyeDistanceNet_Self-Supervised_Fisheye_Distance_Estimation_with_Self-Attention_Robust_Loss_Function_and_Camera_View_Generalization/links/601524d7a6fdcc071ba15585/FisheyeDistanceNet-Self-Supervised-Fisheye-Distance-Estimation-with-Self-Attention-Robust-Loss-Function-and-Camera-View-Generalization.pdf","",52,"2021-02-09 16:34:33","PDF","","","",,,,,0,0.00,0,4,,"… We also ob- tain state-of-the-art results on the KITTI dataset, in comparison to other self-supervised monocular methods. Introduction Depth estimation is an important task in autonomous driv- ing as it is used to avoid obstacles and plan trajectories …"
2,"D Wang, QV Liao, Y Zhang, U Khurana…","How Much Automation Does a Data Scientist Want?",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2101.03970","https://scholar.google.com/scholar?cites=10500420007420358578&as_sdt=2005&sciodt=0,5&hl=en",53,"2021-02-09 16:34:33","","","","",,,,,2,2.00,0,5,1,"… 1Some researchers also refer to Automated Machine Learning (AutoML) … this idea to use a reinforcement learning approach, so that their final pipeline outcome is an ensemble of multiple sub-optimal pipelines, but that final pipeline has a state-of-the-art model performance …"
0,"X Zhu, P Zhang, M Xie","A Joint Long Short-Term Memory and AdaBoost regression approach with application to remaining useful life estimation",2021,"Measurement","Elsevier","https://www.sciencedirect.com/science/article/pii/S0263224120312148","",54,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,3,1,"… State-of-the-art results on two degradation datasets. Abstract … The proposed approach is competitive with state-of-the-art methods by demonstrating on two degradation datasets. Previous article in issue; Next article in issue. Keywords …"
0,"D Ni, Z Xiao, MK Lim","Machine learning in recycling business: an investigation of its practicality, benefits and future trends",2021,"Soft Computing","Springer","https://link.springer.com/article/10.1007/s00500-021-05579-7","",55,"2021-02-09 16:34:33","","","","",,,,,0,0.00,0,3,1,"Machine learning (ML) algorithms, such as neural networks, random forest, and more recent deep learning, are illustrating their utility for waste recycling."
0,"A Gülcü, Z Kuş","Multi-objective simulated annealing for hyper-parameter optimization in convolutional neural networks",2021,"PeerJ Computer Science","peerj.com","https://peerj.com/articles/cs-338","",56,"2021-02-09 16:34:33","HTML","","","",,,,,0,0.00,0,2,1,"… In 2014, ILSVRC winner model, VGGNet (Simonyan & Zisserman, 2014), had 19 layers, but the following years' state-of-the-art models, for … Hyper-parameter optimization (HPO) is the most basic task in automated machine learning (AutoML) which reduces the human effort by …"
